,state,year,spirits,unemp,income,emppop,beertax,baptist,mormon,drinkage,dry,youngdrivers,miles,breath,jail,service,fatal,nfatal,sfatal,fatal1517,nfatal1517,fatal1820,nfatal1820,fatal2124,nfatal2124,afatal,pop,pop1517,pop1820,pop2124,milestot,unempus,emppopus,gsp
99,ky,1982,1.429999948,10.60000038,11071.59863,55.83982468,0.215990454,24.04109955,0.300000012,21,39.45330048,0.195235997,6937.46582,no,no,no,822,159,100,67,14,113,37,119,33,279.1950073,3694000.25,193999.8906,208284.1875,276999.9063,25627,9.699999809,57.79999924,-0.027683862
100,ky,1983,1.379999995,11.69999981,10913.99121,55.22058487,0.207568794,23.91270065,0.300000012,21,39.24079895,0.202714995,7194.142578,no,no,no,778,148,95,73,14,92,35,101,33,262.6080017,3713993.75,187000.1563,205142.7969,276999.9688,26719,9.600000381,57.90000153,0.012802681
101,ky,1984,1.299999952,9.300000191,11441.75781,56.90223694,0.198901087,23.78499985,0.300000012,21,40.35409927,0.191641003,7513.703125,yes,no,no,754,126,80,55,10,87,21,107,25,236.6719971,3720003.25,181000.2344,202048.7656,273999.9688,27951,7.5,59.50000381,0.064612739
102,ky,1985,1.279999971,9.5,11405.7207,55.89949036,0.191737279,23.65789986,0.300000012,21,39.10359955,0.202641994,7654.335449,yes,no,no,712,117,69,61,16,84,18,92,30,203.75,3725993,176999.875,199001.4063,269000.3438,28520,7.199999809,60.10000229,-0.002490191
103,ky,1986,1.169999957,9.300000191,11602.68359,55.57971191,0.186790496,23.53149986,0.300000012,21,45.792099,0.179629996,7859.620605,yes,no,no,805,142,108,58,18,89,22,105,34,244.9060059,3726006.75,182999.9375,196000,246000.1563,29285,7,60.70000076,0.010347226
104,ky,1987,1.159999967,8.800000191,12008,55.38739014,0.180999994,23.40579987,0.300000012,21,45.77980042,0.173934996,8135.244141,yes,no,no,844,121,75,80,10,87,17,106,25,255.8509979,3726993.25,183000.1875,192002.1094,239999.8125,30320,6.199999809,61.5,0.04725308
105,ky,1988,1.159999967,7.900000095,12340.71191,56.57941818,0.174205959,23.28079987,0.300000012,21,45.77980042,0.166122004,8482.435547,yes,no,no,838,107,79,77,9,93,20,106,22,224.8500061,3726995.5,177000.1094,178000.6563,245000.0313,31614,5.5,62.30000305,0.032940015
106,la,1982,1.840000033,10.30000019,12213.60352,53.74718475,0.866348445,15.2656002,0.328285992,18,3.454299927,0.281495988,6137.798828,yes,yes,yes,1091,230,120,58,15,155,49,175,50,378.6090088,4383004.5,239999.6719,251680.2969,345000.25,26902,9.699999809,57.79999924,-0.042827763
107,la,1983,1.75999999,11.80000019,11994.26563,53.36705399,0.832568824,15.1498003,0.343414009,18,3.409100056,0.243498996,6208.741699,no,yes,yes,933,168,95,66,13,117,31,142,37,362.4700012,4440996.5,235000.0469,248966.6563,343000.125,27573,9.600000381,57.90000153,-0.061993785
108,la,1984,1.74000001,10,12017.58203,54.88225937,0.79780221,15.03479958,0.359239012,18,3.183099985,0.281625003,7080.938477,no,yes,yes,961,222,138,70,19,119,53,152,48,407.5270081,4460990.5,227000.0156,246282.2656,338000.0938,31588,7.5,59.50000381,0.024397099
109,la,1985,1.600000024,11.5,11972.45801,54.95467377,0.769067824,14.92070007,0.375793993,18,3.124300003,0.202868998,7445.878418,no,yes,yes,931,194,113,61,8,118,46,134,42,360.6489868,4481002.5,221000.0781,243626.8125,329999.6875,33365,7.199999809,60.10000229,-0.027661923
110,la,1986,1.450000048,13.10000038,11602.68359,53.71233368,0.749226034,14.80749989,0.393110991,18,3.080699921,0.196082994,7108.686035,no,yes,yes,932,181,91,57,12,108,32,141,34,351.9129944,4499003,221999.7969,241000,302999.6875,31982,7,60.70000076,-0.09048254
111,la,1987,1.399999976,12,11515,53.64404297,0.726000011,14.69509983,0.411226988,20.5,3.106899977,0.182696,6859.20752,no,yes,yes,827,174,103,58,11,82,24,127,40,303.5750122,4461011,214000.0313,230998.9219,290000,30599,6.199999809,61.5,-0.060958177
112,la,1988,1.389999986,10.89999962,11830.60645,53.84858322,0.698748827,14.58360004,0.430177003,21,3.106899977,0.170625001,7867.977051,no,yes,yes,925,208,131,57,12,108,39,110,34,313.572998,4407994.5,203999.8281,208998.5625,295000.2813,34682,5.5,62.30000305,0.021379333
113,me,1982,1.970000029,8.600000381,11442.7207,55.99051285,0.805489302,0.100000001,0.400000006,20,3.345099926,0.187582999,6733.285645,no,yes,no,166,30,24,11,2,26,6,19,4,75.23999786,1135998.125,60999.95313,62254.05859,80000,7649,9.699999809,57.79999924,0.005875522
114,me,1983,1.99000001,9,11795.87109,57.25995255,0.774082601,0.100000001,0.400000006,20,3.406100035,0.183961004,6920.51709,no,yes,no,224,44,31,22,4,30,9,43,11,91.59500122,1145001.125,59000.05469,61682.72656,81000.03125,7924,9.600000381,57.90000153,0.06236035
115,me,1984,1.970000029,6.099999905,12271.42871,59.76878357,0.741758227,0.100000001,0.400000006,20,3.571190119,0.179519996,8083.908203,no,yes,no,232,47,39,15,2,39,12,22,9,71.80000305,1156000.25,57999.92969,61116.63672,80999.97656,9345,7.5,59.50000381,0.05904521
116,me,1985,1.830000043,5.400000095,12609.11035,59.77143097,0.715042412,0.100000001,0.400000006,20.5,3.350519896,0.174748003,7969.934082,no,yes,no,206,39,28,18,4,31,4,22,8,58.59999847,1163999.625,55999.92578,60555.74219,80000,9277,7.199999809,60.10000229,0.03663063
117,me,1986,1.789999962,5.300000191,13292.05371,60.1359024,0.749807,0.100000001,0.400000006,21,3.32765007,0.169681996,8550.347656,no,yes,no,214,34,21,12,1,22,5,41,10,65.87999725,1171999.125,55999.92578,60000,74000.00781,10021,7,60.70000076,0.061839048
118,me,1987,1.779999971,4.400000095,13984,62.47216034,0.787500024,0.100000001,0.400000006,21,3.285589933,0.188786998,9069.936523,no,yes,no,232,36,26,12,2,34,9,26,11,59.93000031,1186998.375,55999.92578,59000.12109,72000.02344,10766,6.199999809,61.5,0.11284554
119,me,1988,1.779999971,3.799999952,14538.97949,62.91028214,0.757940352,0.100000001,0.400000006,21,3.285589933,0.179826006,9461.399414,no,yes,no,255,31,25,21,3,28,4,29,6,61.77000046,1205001.5,55000.02344,55999.99609,77000.07813,11401,5.5,62.30000305,0.070377089
120,md,1982,2.460000038,8.399999619,15198.09082,61.45026016,0.241050124,3.022690058,0.328285992,21,1.533679962,0.196279004,6768.09375,yes,no,no,640,182,101,43,10,90,45,92,37,175.6000061,4272990.5,236999.4844,234008.0625,310000.1875,28920,9.699999809,57.79999924,-0.006933488
121,md,1983,2.380000114,6.900000095,15644.49512,63.14654922,0.231651381,3.034090042,0.343414009,21,1.501049995,0.204689994,7118.825195,yes,no,no,656,167,93,47,11,69,32,102,36,177.3300018,4300990.5,229999.7969,231722.7969,312000.0625,30618,9.600000381,57.90000153,0.057963554
122,md,1984,2.319999933,5.400000095,16313.18652,64.5377121,0.221978024,3.045540094,0.359239012,21,1.133939981,0.212862998,7289.488281,yes,no,no,643,142,86,48,10,62,15,109,43,180.0700073,4349002,222999.625,229459.8438,314999.7813,31702,7.5,59.50000381,0.067113273
123,md,1985,2.25999999,4.599999905,16921.60938,64.55090332,0.213983059,3.057039976,0.375793993,21,1.122840047,0.215296999,7590.409668,yes,no,no,729,141,85,39,6,90,32,123,41,188.8399963,4391989.5,216999.4063,227218.9844,315999.5938,33337,7.199999809,60.10000229,0.055424232
124,md,1986,2.130000114,4.5,17475.74805,66.24410248,0.208462343,3.068579912,0.393110991,21,1.107380033,0.176036999,7826.70459,yes,no,no,784,174,106,56,13,75,27,132,55,197.0800018,4461009,210999.875,225000,293999.75,34915,7,60.70000076,0.055967975
125,md,1987,2.099999905,4.199999809,18167,66.69565582,0.202000007,3.080159903,0.411226988,21,1.091510057,0.170368001,8046.975098,yes,no,no,814,172,101,53,17,90,23,118,41,170.0099945,4534996,206999.7188,221997.4844,289000.3438,36493,6.199999809,61.5,0.071835242
126,md,1988,1.980000019,4.5,18755.5332,66.68564606,0.194417715,3.091779947,0.430177003,21,1.091510057,0.172347993,8112.945801,yes,no,no,782,150,92,50,7,80,25,100,31,158.0099945,4621995.5,197000.0781,214001.0156,309999.6563,37498,5.5,62.30000305,0.054407675
127,ma,1982,2.460000038,7.900000095,15215.99023,62.05266571,0.286396176,0,0.100000001,20,1.811139941,0.190606996,6380.050781,no,no,no,659,169,108,76,15,92,33,109,45,344.769989,5746976,289999.9688,332032.375,445999.3125,36666,9.699999809,57.79999924,-0.00173251
128,ma,1983,2.420000076,6.900000095,15801.60547,61.98569107,0.275229365,0,0.100000001,20,1.800209999,0.186082006,6510.739746,no,no,no,651,198,131,59,12,85,48,109,55,221.5200043,5766011.5,281999.8125,325323.6875,440999.1563,37541,9.600000381,57.90000153,0.067738175
129,ma,1984,2.460000038,4.800000191,16735.16406,64.33163452,0.263736248,0,0.100000001,20,2.242150068,0.179802001,6646.59082,no,no,no,666,181,130,58,13,101,43,119,48,210.5700073,5798010,273999.7813,318750.5625,435000.3438,38537,7.5,59.50000381,0.083912082
130,ma,1985,2.400000095,3.900000095,17271.18555,64.64490509,0.254237294,0,0.100000001,20.5,2.310319901,0.173664004,6818.296387,no,no,no,742,176,105,64,10,103,35,101,44,188.4299927,5821982,267000.4063,312310.2188,426000.375,39696,7.199999809,60.10000229,0.055113122
131,ma,1986,2.200000048,3.799999952,18145.51172,64.45320892,0.247678012,0,0.100000001,21,1.800070047,0.170999005,7027.964355,no,no,no,752,190,123,72,27,80,29,109,47,187.3000031,5833979.5,265000.125,306000,386000.5625,41001,7,60.70000076,0.060269162
132,ma,1987,2.25999999,3.200000048,19050,65.11881256,0.239999995,0,0.100000001,21,1.793609977,0.162926003,7225.436035,no,no,no,689,163,110,67,14,94,36,80,38,176.0399933,5855010,253999.5469,295997.75,373000.375,42305,6.199999809,61.5,0.074593067
133,ma,1988,2.150000095,3.299999952,20034.64844,66.17519379,0.230991334,0,0.100000001,21,1.793609977,0.155174002,7358.472656,no,no,no,725,165,106,48,9,92,37,86,34,204.2200012,5888994,236999.5938,273997.0938,398000.7188,43334,5.5,62.30000305,0.057707433
134,mi,1982,1.879999995,15.5,13247.0166,53.53864288,0.545653939,0.62480998,0.200000003,21,0,0.243818,6712.743164,yes,no,no,1392,392,225,89,24,178,84,169,81,496.1400146,9116988,493999.8438,517776.75,685000.875,61200,9.699999809,57.79999924,-0.080663174
135,mi,1983,1.870000005,14.19999981,13606.65137,54.74843979,0.524378419,0.637600005,0.200000003,21,0,0.237243995,6721.328125,yes,no,no,1314,345,200,110,17,163,75,179,78,492.7099915,9054014,473999,505932.3125,666999.5,60855,9.600000381,57.90000153,0.047230832
136,mi,1984,1.870000005,11.19999981,14317.58203,57.24455261,0.502481282,0.650640011,0.200000003,21,0,0.243742004,7007.070801,yes,no,no,1531,334,191,122,26,174,58,196,74,547.5300293,9057993,460000.6563,494358.8125,656001.0625,63470,7.5,59.50000381,0.071540773
137,mi,1985,1.840000033,9.899999619,14830.50879,57.69797134,0.484383464,0.66395998,0.200000003,21,0,0.219419003,7416.576172,yes,no,no,1545,302,165,106,19,168,53,179,64,423.7600098,9088021,455000.0625,483050.0625,642999.0625,67402,7.199999809,60.10000229,0.046639938
138,mi,1986,1.75,8.800000191,15278.6377,58.40746689,0.471886456,0.677550018,0.200000003,21,0,0.191911995,7829.523438,yes,no,no,1605,334,200,147,30,176,72,189,64,498.3099976,9138998,467999.3438,472000,613999.1875,71554,7,60.70000076,0.038738418
139,mi,1987,1.649999976,8.199999809,15418,59.94805527,0.457257986,0.691410005,0.200000003,21,0,0.186720997,8228.915039,yes,no,no,1597,333,177,138,17,169,47,180,61,487.3699951,9199998,461000.375,463001.0313,603000.9375,75706,6.199999809,61.5,0.01762701
140,mi,1988,1.620000005,7.599999905,15930.70215,60.24684143,0.440094322,0.705560029,0.200000003,21,0,0.175254002,8430.646484,yes,no,no,1704,359,200,115,17,176,62,192,75,551.1300049,9239979,439999.375,442000.0625,599000.4375,77899,5.5,62.30000305,0.032574914
141,mn,1982,2.130000114,7.800000191,13781.62305,65.08143616,0.346062034,0.100000001,0.200000003,19,0,0.199833006,7059.263672,yes,no,no,571,138,83,36,14,65,26,96,39,164.6000061,4133009,213000.0938,231810.0938,313000.2813,29176,9.699999809,57.79999924,-0.020770092
142,mn,1983,2.109999895,8.199999809,13840.59668,64.76499176,0.332568794,0.100000001,0.200000003,19,0,0.191820994,7494.074707,yes,no,no,555,124,75,40,13,76,27,82,32,178.5650024,4145008,203000.3438,226957.3125,309000.2188,31063,9.600000381,57.90000153,0.020334311
143,mn,1984,2.059999943,6.300000191,14734.06641,67.18196106,0.3186813,0.100000001,0.200000003,19,0,0.178974003,7644.966309,yes,no,no,582,108,61,48,10,93,27,75,21,208.1560059,4163000.75,195999.9688,222206.1094,303999.4375,31826,7.5,59.50000381,0.085408062
144,mn,1985,2.039999962,6,14983.05078,66.97629547,0.307203382,0.100000001,0.200000003,19,0,0.175171003,7795.873047,yes,no,no,608,128,81,45,9,74,29,74,29,160.4859924,4192987.75,192999.6875,217554.3594,293999.625,32688,7.199999809,60.10000229,0.020359876
145,mn,1986,1.779999971,5.300000191,15464.39648,66.76154327,0.299277604,0.100000001,0.200000003,19.67000008,0,0.164709002,8053.17627,yes,no,no,571,121,74,50,7,89,34,63,25,162.8049927,4212996,196000.0313,213000,267999.5625,33928,7,60.70000076,0.035006464
146,mn,1987,1.809999943,5.400000095,15910,66.88555145,0.316249996,0.100000001,0.200000003,21,0,0.153882995,8282.359375,yes,no,no,530,113,60,58,11,55,13,63,25,141.75,4246012.5,189000.1875,206000.2188,259000.25,35167,6.199999809,61.5,0.036332615
147,mn,1988,1.730000019,4,16048.12305,68.89848328,0.320981711,0.100000001,0.200000003,21,0,0.144433007,8462.254883,yes,no,no,612,112,65,44,15,81,27,79,28,158.0769958,4307008,180999.9531,192002.2656,269000.2813,36447,5.5,62.30000305,0.039181598
148,ms,1982,1.5,11,9553.699219,52.20507431,1.145942807,30.09000015,0.300000012,21,19.87529945,0.208188996,6679.400879,no,no,no,730,134,79,46,11,81,24,102,29,276,2566996.75,144000.2031,150960.0938,191999.9844,17146,9.699999809,57.79999924,-0.020420199
149,ms,1983,1.470000029,12.60000038,9513.761719,50.87622833,1.101261497,30.03510094,0.300000012,21,20.03100014,0.207435995,6891.988281,yes,no,no,715,116,71,50,11,76,14,95,22,125.0530014,2582999.25,139000.0938,149960.1719,193999.8906,17802,9.600000381,57.90000153,0.001388362
150,ms,1984,1.419999957,10.80000019,9792.307617,52.06521606,1.055274725,29.98040009,0.300000012,21,20,0.199328005,7098.540039,yes,no,no,679,102,65,40,6,82,27,76,14,434,2597999,135999.8281,148966.8906,194999.7969,18442,7.5,59.50000381,0.067245856
151,ms,1985,1.360000014,10.30000019,9797.669922,54.20911407,1.076631427,29.92569923,0.300000012,21,19.8852005,0.193235993,7321.09668,yes,no,no,662,102,68,37,6,72,17,101,20,379.894989,2612996.5,134000.1875,147980.1719,191999.875,19130,7.199999809,60.10000229,0.002429162
152,ms,1986,1.269999981,11.69999981,9996.904297,54.57463837,1.065387011,29.87120056,0.300000012,21,18.63999939,0.185524002,7489.32373,yes,no,no,771,132,79,55,6,85,25,91,24,464.9769897,2624002,140000.0469,147000,171999.9375,19652,7,60.70000076,0.006158277
153,ms,1987,1.230000019,10.19999981,10303,55.08790588,0.960300028,29.81669998,0.300000012,21,17.26479912,0.175625995,7684.952148,yes,no,no,756,119,78,48,9,85,20,95,21,464.3999939,2625000,138999.9063,143999.4531,167000.0781,20173,6.199999809,61.5,0.013172772
154,ms,1988,1.230000019,8.399999619,10698.74902,55.46129227,0.924254119,29.76239967,0.300000012,21,17.26479912,0.161036,8413.373047,yes,no,no,722,106,63,45,7,72,11,84,22,450,2619995.5,135000.125,130999.5938,173000.0469,22043,5.5,62.30000305,0.048469964
155,mo,1982,1.269999981,9.199999809,12968.97363,56.50999451,0.346612185,14.3842001,0.466610014,21,0,0.207460999,7082.758789,no,no,no,890,220,134,79,22,120,43,122,46,337.4580078,4942001,244999.9844,270439,356999.6875,35003,9.699999809,57.79999924,-0.020758947
156,mo,1983,1.269999981,9.899999619,13186.92676,56.70601273,0.333097488,14.47710037,0.503970027,21,0,0.201180995,7363.07373,no,no,no,911,227,130,64,17,102,44,112,47,351.8500061,4963009,235000.375,265442.4688,354999.9375,36543,9.600000381,57.90000153,0.04598777
157,mo,1984,1.269999981,7.199999809,13727.47266,58.59957504,0.319187909,14.57069969,0.544319987,21,0,0.187239006,7705.445801,no,no,no,967,203,106,65,15,131,47,138,48,337.4349976,5001008.5,226999.6875,260538.2656,352000.4063,38535,7.5,59.50000381,0.071163028
158,mo,1985,1.350000024,6.400000095,14033.89844,61.06405258,0.307691753,14.66489983,0.587890029,21,0,0.184187993,7811.482422,no,no,no,931,200,126,69,12,105,34,130,45,287.8909912,5029007,223999.7969,255724.6719,343999.9688,39284,7.199999809,60.10000229,0.025153233
159,mo,1986,1.370000005,6.099999905,14368.4209,62.45421219,0.299753368,14.75969982,0.634959996,21,0,0.177047998,8161.916992,no,no,no,1129,237,138,97,24,138,57,153,52,351.6539917,5064006.5,232000.25,251000,311000.25,41332,7,60.70000076,0.027251193
160,mo,1987,1.399999976,6.300000191,14648,62.73596954,0.290461004,14.85509968,0.685800016,21,0,0.163764,8500.705078,no,no,no,1044,209,126,94,16,98,23,125,38,324.7080078,5102988.5,231000.2344,245000,304000.1563,43379,6.199999809,61.5,0.034354776
161,mo,1988,1.320000052,5.699999809,14871.99219,62.76623154,0.279558241,14.95110035,0.740700006,21,0,0.151574001,8864.046875,no,no,no,1103,237,147,70,15,129,37,150,61,350.8670044,5140992.5,223000.25,225998.6094,313000.1563,45570,5.5,62.30000305,0.024679538
162,mt,1982,1.919999957,8.600000381,12033.41309,61.22449112,0.346447468,1.180699944,3.299999952,19,0,0.221544996,8284.473633,no,yes,no,254,50,32,26,8,38,12,51,9,95.54399872,804999.8125,41000.02344,42323.12109,58000.02344,6668.999512,9.699999809,57.79999924,-0.043173052
163,mt,1983,1.860000014,8.800000191,11954.12891,60.40268707,0.332939208,1.223199964,3.299999952,19,0,0.225486994,8800.240234,no,yes,no,286,77,54,15,6,31,11,49,12,112.6409988,816000.4375,40000,41466.69531,57999.96875,7181,9.600000381,57.90000153,-0.006337285
164,mt,1984,1.75,7.400000095,11906.59375,62.22961426,0.319036245,1.267199993,3.299999952,19,0,0.223628998,8974.486328,no,yes,no,238,44,24,20,2,41,12,24,6,91.90299988,822999.75,37999.98438,40627.59766,56999.94922,7386,7.5,59.50000381,-0.012710436
165,mt,1985,1.669999957,7.699999809,11669.49121,62.02321625,0.319078386,1.312899947,3.299999952,19,0,0.208701,9167.078125,no,yes,no,223,56,32,15,7,20,12,27,10,94.60299683,825999.3125,37000.03516,39805.48438,55999.98438,7572,7.199999809,60.10000229,-0.051061194
166,mt,1986,1.539999962,8.100000381,12076.36719,62.33333206,0.322081536,1.360200047,3.299999952,19,0,0.187298998,9575.28125,no,yes,no,222,30,17,16,2,30,9,24,2,69.93599701,816999.5,37999.96484,39000,50000,7823,7,60.70000076,0.026526649
167,mt,1987,1.460000038,7.400000095,12291,62.54180527,0.323799998,1.409199953,3.299999952,20.32999992,0,0.175665006,9980.223633,no,yes,no,234,54,32,17,3,26,12,35,10,77.86499786,808999.9375,36000.01953,37000.14063,47999.97656,8074.000488,6.199999809,61.5,-0.062229767
168,mt,1988,1.440000057,6.800000191,12383.06055,62.9194603,0.322910488,1.459900022,3.299999952,21,0,0.162919998,10109.32715,no,yes,no,198,49,35,20,2,13,3,20,7,73.125,804999.1875,34999.97656,34000.26172,45999.96094,8138,5.5,62.30000305,-0.004257434
169,ne,1982,1.590000033,6.099999905,13192.12402,63.65979385,0.375894994,0.656599998,0.42640999,20,0.03774,0.220479995,7191.82666,yes,no,no,261,46,25,14,4,34,9,31,9,90.4489975,1589999.375,77000.07813,87722.625,119001.9141,11435,9.699999809,57.79999924,-0.039298266
170,ne,1983,1.50999999,5.699999809,12919.72461,63.59761429,0.361238539,0.686800003,0.440259993,20,0.037590001,0.212073997,7226.797852,yes,no,no,255,67,29,17,6,38,19,42,16,70.90399933,1596004.25,73999.91406,85724.75,117001.4219,11534,9.600000381,57.90000153,-0.024469884
171,ne,1984,1.450000048,4.400000095,13540.65918,64.5462265,0.346153855,0.718500018,0.454560012,20,0.037379999,0.192238003,26148.27148,yes,no,no,285,44,23,28,6,27,11,37,9,63.36000061,1605000.875,71000.03125,83772.375,114999.6953,41968,7.5,59.50000381,0.078349754
172,ne,1985,1.429999948,5.5,13735.16992,64.9616394,0.369438559,0.751600027,0.469319999,21,0.03692,0.194536999,7505.624512,yes,no,no,237,48,30,18,6,28,10,28,14,60.51499939,1605995.625,68999.88281,81864.46094,111000.9922,12054,7.199999809,60.10000229,0.018442394
173,ne,1986,1.289999962,5,13971.10449,65.47921753,0.464396268,0.786199987,0.484569997,21,0.037110001,0.188938007,7867.966309,yes,no,no,290,68,40,23,4,40,15,46,24,78.75,1597998.75,70999.92969,80000,100999.0078,12573,7,60.70000076,0.007713418
174,ne,1987,1.25999999,4.900000095,14300,65.31302643,0.466874987,0.82249999,0.50029999,21,0.0372,0.180938005,8212.685547,yes,no,no,297,54,36,35,2,35,12,37,16,67.89199829,1593997.5,70999.96094,76999.22656,97000.83594,13091,6.199999809,61.5,-0.027711665
175,ne,1988,1.24000001,3.599999905,14219.44141,66.358284,0.498075068,0.860400021,0.516560018,21,0.0372,0.162371993,8368.896484,yes,no,no,261,55,35,22,4,33,11,23,10,90.51399994,1602003.375,68999.91406,70999.80469,99001.375,13407,5.5,62.30000305,0.031436056
176,nv,1982,4.900000095,10.10000038,14914.08105,65.95744324,0.161097854,2.022900105,6.397019863,21,0,0.192366004,7304.108887,no,no,no,280,53,34,9,1,39,16,50,12,96.34200287,877998.9375,41999.94531,42000,64000,6413,9.699999809,57.79999924,-0.029706942
177,nv,1983,4.75,9.800000191,14863.53223,65.27571106,0.199971333,2.034499884,6.159440041,21,0,0.191312,7661.084961,yes,yes,yes,253,41,25,12,1,32,8,27,8,57.91899872,897000.875,40999.99219,42000,64000.75781,6872,9.600000381,57.90000153,0.037215538
178,nv,1984,4.650000095,7.800000191,15214.28613,66.76300812,0.222527474,2.046099901,5.930699825,21,0,0.192364007,7995.649414,yes,yes,yes,249,27,19,13,3,24,5,32,7,59.23099899,916998.6875,39000.03906,42000,64999.69922,7332,7.5,59.50000381,0.052199695
179,nv,1985,4.400000095,8,15564.61816,66.01941681,0.214512706,2.057800055,5.710440159,21,0,0.165754005,8083.321777,yes,yes,yes,259,44,24,11,3,20,8,38,8,67.32800293,936001.3125,39000.03906,42000,64999.48828,7566,7.199999809,60.10000229,0.056431044
180,nv,1986,4.119999886,6,15976.26465,67.84260559,0.208978325,2.069600105,5.498370171,21,0,0.160077006,8253.347656,yes,yes,yes,233,45,28,12,2,30,9,32,13,69.90799713,967001.5625,40999.99219,42000,61999.88281,7981,7,60.70000076,0.056190029
181,nv,1987,4.010000229,6.300000191,16412,68.23529816,0.202500001,2.081399918,5.294169903,21,0,0.155419007,8337.644531,yes,yes,yes,262,45,26,13,3,22,5,30,10,68.77100372,1006999.063,41999.97266,42999.82813,62000.12109,8396,6.199999809,61.5,0.071357094
182,nv,1988,3.890000105,5.199999809,16853.70508,69.25,0.194898948,2.093300104,5.097559929,21,0,0.136147007,8528.455078,yes,yes,yes,286,46,32,8,1,24,7,42,9,75.35099792,1054001,40999.98828,40999.71094,66000.375,8989,5.5,62.30000305,0.104920045
183,nh,1982,4.570000172,7.400000095,13834.12891,63.09859085,0.483293563,0.100000001,0.300000012,20,0.108329996,0.194977999,7353.357422,no,no,no,173,34,28,16,5,26,6,30,14,79.72499847,948002.3125,46999.9375,54426.32422,70999.19531,6971,9.699999809,57.79999924,0.0239287
184,nh,1983,4.599999905,5.400000095,14662.84375,65.60332489,0.56766057,0.100000001,0.300000012,20,0.104280002,0.190770999,7488.015625,yes,no,no,191,35,29,21,6,35,7,26,9,63.04899979,958999.0625,46999.94922,54569.18359,70999.45313,7181,9.600000381,57.90000153,0.087780289
185,nh,1984,4.579999924,4.300000191,15451.64844,67.61517334,0.741758227,0.100000001,0.300000012,20,0.172490001,0.182961002,7458.077148,yes,no,no,192,23,12,11,1,24,3,36,6,70.51899719,978000.0625,46000.08594,54712.41016,71000.3125,7294,7.5,59.50000381,0.082900003
186,nh,1985,4.360000134,3.900000095,16280.7207,68.29589844,0.715042412,0.100000001,0.300000012,20,0.160319999,0.177788004,7553.115723,yes,no,no,191,24,18,12,4,21,3,36,4,72.59999847,997998.75,45999.92188,54856.01953,71000.3125,7538,7.199999809,60.10000229,0.076900043
187,nh,1986,4.050000191,2.799999952,17132.0957,69.96148682,0.696594417,0.100000001,0.300000012,20.5,0.155790001,0.172650993,8133.394531,yes,no,no,172,27,18,16,3,26,9,17,3,48.03699875,1027000.5,48999.94141,55000,65998.91406,8353,7,60.70000076,0.087744385
188,nh,1987,3.900000095,2.5,17906,71.26865387,0.675000012,0.100000001,0.300000012,21,0.151370004,0.167907,8672.647461,yes,no,no,179,25,18,23,2,16,5,28,7,53.20000076,1057001.375,48999.97266,54999.83203,66000.38281,9167,6.199999809,61.5,0.142360851
189,nh,1988,3.789999962,2.400000095,18704.52344,70.83839417,0.64966315,0.100000001,0.300000012,21,0.151370004,0.156749994,8762.188477,yes,no,no,166,22,11,13,0,28,4,28,7,43.7159996,1085002.875,48000.05859,50999.96094,71999.78906,9507,5.5,62.30000305,0.049800348
190,nj,1982,2.24000001,9,16665.87109,57.8578949,0.08949881,0.100000001,0.100000001,19,2.81746006,0.175159007,6971.983398,no,no,no,1061,263,157,73,16,143,55,147,71,270.6749878,7430023.5,404999.7813,372372.8125,489005.6875,51802,9.699999809,57.79999924,0.009563359
191,nj,1983,2.24000001,7.800000191,17275.22852,58.57414627,0.086009175,0.100000001,0.100000001,21,2.799949884,0.168256,6992.091797,no,no,no,932,210,127,59,16,109,44,138,59,232,7468008.5,393000.5938,370515.75,492998,52217,9.600000381,57.90000153,0.065949649
192,nj,1984,2.180000067,6.199999809,18065.93359,61.51868057,0.082417585,0.100000001,0.100000001,21,2.784849882,0.160739005,6959.141113,no,no,no,922,152,88,64,12,98,26,121,33,211.628006,7517019.5,382000.625,368667.9688,5.00E+05,52312,7.5,59.50000381,0.066884726
193,nj,1985,2.150000095,5.699999809,18662.07617,61.697052,0.079449154,0.100000001,0.100000001,21,2.768280029,0.149364993,7023.037109,no,no,no,964,171,109,54,9,103,34,119,37,203.4629974,7561970.5,374000.0625,366829.4063,502003.7813,53108,7.199999809,60.10000229,0.040984001
194,nj,1986,2.059999943,5,19421.05273,62.40752792,0.077399381,0.100000001,0.100000001,21,2.819669962,0.142315,7224.901855,no,no,no,1039,182,107,76,9,95,28,128,39,205.0630035,7625017,361999.5625,364999.9688,466999.875,55090,7,60.70000076,0.059521995
195,nj,1987,2.00999999,4,20313,63.41219711,0.075000003,0.100000001,0.100000001,21,2.802400112,0.129431993,7438.867188,no,no,no,1023,171,117,65,14,98,22,123,32,204.2440033,7672001.5,350000.5313,354995.3125,454999.4375,57071,6.199999809,61.5,0.093902789
196,nj,1988,1.840000033,3.799999952,21168.43164,63.39522552,0.072184794,0.100000001,0.100000001,21,2.802400112,0.116540998,7598.87207,no,no,no,1051,200,135,67,11,112,29,137,55,206.9669952,7721014.5,330000.5,343000.6563,477002.9063,58671,5.5,62.30000305,0.063385107
197,nm,1982,1.580000043,9.199999809,11347.25488,55.88843155,0.241646782,9.812800407,2.222860098,21,1.192199945,0.208908007,8662.289063,no,no,no,577,117,60,37,11,66,20,91,19,163.9499969,1367998.75,76000.01563,77136.49219,101999.9844,11850.00098,9.699999809,57.79999924,-0.028186789
